CONTENT_ID,CONTENT_NM,CRADLE_COUNT,ADDRESS,LATITUDE,LONGITUDE,ADDR_GU
1049,강일동 10단지 아파트,10,서울특별시 강동구 고덕로97길 20 강일동 10단지 아파트,37.56118,127.18026699999999,강동구
105,합정역 5번출구 앞,5,서울특별시 마포구 양화로 48 394-95,37.550007,126.914825,마포구
1050,둔촌역 3번 출입구,15,서울특별시 강동구 양재대로 1355 둔촌역 3번 출입구,37.526695000000004,127.135529,강동구
1051,양지시장 (용성약국앞) 입구,15,서울특별시 강동구 고덕로 109 양지시장 (용성약국앞) 입구,37.554829,127.137321,강동구
1052,리싸이클시티,10,서울특별시 강동구 동남로 930 리싸이클시티,37.556469,127.15682199999999,강동구
1053,동명근린공원 진입로 (아리수로),8,서울특별시 강동구 아리수로 324 동명근린공원 진입로 (아리수로),37.562538,127.164528,강동구
1054,말우물 어린이 공원,10,서울특별시 강동구 상일로21길 14-7 말우물 어린이 공원,37.560009,127.169579,강동구
1056,강일리엔파크 7~11단지,10,서울특별시 강동구 아리수로98길 25 강일리엔파크 7~11단지,37.563332,127.179092,강동구
1057,능골근린공원,15,서울특별시 강동구 상일로12길 60 능골근린공원,37.55579,127.173813,강동구
1058,고덕숲 아이파크 1,12,서울특별시 강동구 고덕로80길 134 고덕숲 아이파크,37.553471,127.165001,강동구
1059,레미안 강동팰리스(102동),15,서울특별시 강동구 천호대로 1077 레미안 강동팰리스(102동),37.538181,127.131752,강동구
106,합정역 7번출구 앞,10,서울특별시 마포구 독막로 4 381-1,37.548645,126.91282700000001,마포구
1060,천일초교 사거리,8,서울특별시 강동구 구천면로 275 천일초교 사거리,37.544659,127.13263700000002,강동구
1061,천호초교 입구 사거리(일주빌딩),10,서울특별시 강동구 구천면로 304 일주빌딩,37.546928,127.134621,강동구
1062,고덕숲 아이파크 2,15,서울특별시 강동구 고덕로80길 134 고덕숲 아이파크,37.551079,127.162621,강동구
107,신한은행 서교동금융센터점 앞,5,서울특별시 마포구 월드컵북로 35 449-28,37.55751,126.918503,마포구
108,서교동 사거리,10,서울특별시 마포구 양화로 93 427,37.552746,126.918617,마포구
109,제일빌딩 앞,10,서울특별시 마포구 어울마당로 26 12-2,37.547691,126.919983,마포구
110,사천교,20,서울특별시 서대문구 홍제천로 11 446-92,37.568199,126.917847,서대문구
1101,개화동상사마을종점 버스정류장,10,서울특별시 강서구 개화동로5길 3-8 강서구 개화동 424-2,37.581612,126.798599,강서구
1102,방화사거리 마을버스 버스정류장,10,서울특별시 강서구 양천로17길 6 강서구 방화동 769-23,37.573643,126.811806,강서구
1103,방화역 4번출구앞,10,서울특별시 강서구 금낭화로 135 강서구 방화동 829-8,37.577221,126.81219499999999,강서구
1105,방화근린공원,10,서울특별시 강서구 금낭화로 176 강서구 방화동 855,37.581623,126.812653,강서구
1106,신방화사거리,10,서울특별시 강서구 방화대로 342 신방화 사거리,37.573032,126.816452,강서구
1108,공항시장역 1번출구,8,서울특별시 강서구 방화동로 지하 30 강서구 방화동 612-249,37.563559999999995,126.81015,강서구
1109,공항시장역 4번출구,6,서울특별시 강서구 방화동로 지하 30 강서구 공항동 산20-2,37.563347,126.81048600000001,강서구
111,상수역 2번출구 앞,10,서울특별시 마포구 와우산로 40 309-10,37.547871,126.92353100000001,마포구
1110,공항중학교앞,10,서울특별시 강서구 방화대로 241 공항중학교 앞,37.562683,126.81623799999998,강서구
1111,마곡엠밸리6_7단지 마곡중학교,15,서울특별시 강서구 마곡중앙5로 58 강서구 마곡동 743-3,37.566982,126.8218,강서구
1112,마곡엠밸리4단지 정문,15,서울특별시 강서구 마곡서로 175 강서구 마곡동 754-6,37.568577000000005,126.824776,강서구
1113,서남환경공원 버스정류장,15,서울특별시 강서구 양천로 201 강서구 마곡동 222-30,37.573093,126.82289899999999,강서구
1114,서남물재생센터 버스정류장,15,서울특별시 강서구 양천로 200 강서구 마곡동 223-6,37.572781,126.826279,강서구
1115,등촌역 1번출구옆,10,서울특별시 강서구 공항대로59길 8 강서구 등촌동 666-90,37.551666,126.86408999999999,강서구
1117,스타벅스앞,10,서울특별시 강서구 공항대로 329 강서구 등촌동 675-7,37.558197,126.84426100000002,강서구
1118,증미역 3번출구뒤(등촌두산위브센티움오피스텔),10,서울특별시 강서구 양천로 지하 560 강서구 등촌동 666-40,37.557460999999996,126.86145800000001,강서구
1119,염창동 한마음아파트앞(염창동 빛나는 음악학원앞),6,서울특별시 강서구 양천로 637 강서구 염창동 284-18,37.554253,126.86756100000001,강서구
112,극동방송국 앞,10,서울특별시 마포구 와우산로 56 89-2,37.549202,126.923203,마포구
1120,대림경동아파트앞,10,서울특별시 강서구 허준로 121 강서구 가양동 1475-2,37.565189000000004,126.853996,강서구
1121,가양레포츠센터앞,15,서울특별시 강서구 양천로61길 101 강서구 가양동 1484-5,37.559478999999996,126.86438000000001,강서구
1122,황금내근린공원,10,서울특별시 강서구 허준로 221-40 강서구 가양동 1485-5,37.561932,126.863869,강서구
1124,발산역 6번출구옆(다이소앞),10,서울특별시 강서구 공항대로 280 강서구 내발산동 645-1,37.557968,126.83828700000001,강서구
1125,명덕고교입구(영종빌딩),10,서울특별시 강서구 강서로 304 강서구 내발산동 724-42,37.552914,126.83657099999999,강서구
1126,우장산역 1번출구옆(우장산아이파크105동앞),7,서울특별시 강서구 강서로 지하 262 강서구 화곡동 1159-6,37.548908000000004,126.83656299999998,강서구
1127,화곡역(에이스정형외과앞) 버스정류장,10,서울특별시 강서구 화곡로 157 강서구 화곡동 1089-52,37.540981,126.83854699999999,강서구
1128,화곡역 6번출구,10,서울특별시 강서구 화곡로 지하 168 화곡역 6번출구,37.541412,126.840225,강서구
1129,화곡역 1번 출구 앞,7,서울특별시 강서구 화곡로 지하 168 강서구 화곡동 1089-43,37.542099,126.840218,강서구
113,홍대입구역 2번출구 앞,25,서울특별시 마포구 양화로 165 156-8,37.557499,126.923805,마포구
1130,화곡본동시장 버스정류장,7,서울특별시 강서구 화곡로 196 강서구 화곡동 109-12,37.542751,126.842621,강서구
1131,꿈돌이공원 앞,8,서울특별시 강서구 화곡로 232 강서구 화곡동 94-6,37.546444,126.845459,강서구
1132,등촌역 7번출구,10,서울특별시 강서구 공항대로 지하 529 강서구 등촌동 505-3,37.551109000000004,126.863708,강서구
1135,강서구의회,10,서울특별시 강서구 등촌로 185 강서구 등촌동 608-4,37.546532,126.862549,강서구
1136,등촌2파출소,10,서울특별시 강서구 등촌로 167 강서구 등촌동 608-6,37.544788,126.862,강서구
1137,등촌2동주민센터,10,서울특별시 강서구 등촌로 143 강서구 등촌동 577,37.541431,126.86322,강서구
1139,용문사 버스정류장,8,서울특별시 강서구 등촌로 95 강서구 등촌동 579,37.536991,126.86336499999999,강서구
114,홍대입구역 8번출구 앞,15,서울특별시 마포구 양화로18길 3 192-5,37.55706,126.924423,마포구
1140,목동사거리 버스정류장,15,서울특별시 강서구 등촌로 19 강서구 화곡동 939-3,37.531399,126.86360900000001,강서구
1141,곰달래 문화복지센터 1-1,10,서울특별시 강서구 강서로5길 50 강서구 화곡동 941-2,37.52906,126.84848000000001,강서구
1145,곰달래 문화복지센터 1-2,10,서울특별시 강서구 강서로5길 50 강서구 화곡동 941-2,37.528919,126.848083,강서구
1146,곰달래사거리,10,서울특별시 강서구 곰달래로 51 355-48,37.530338,126.83825700000001,강서구
1148,볏골공원,10,서울특별시 강서구 까치산로4길 22 강서구 화곡동 98-148,37.541470000000004,126.84478,강서구
1149,신방화역환승주차장,13,서울특별시 강서구 마곡서1로 111-12 신방화역환승주차장,37.567284,126.818275,강서구
115,사루비아 빌딩 앞,15,서울특별시 서대문구 연희로 6 516,37.558933,126.927116,서대문구
1150,송정역 1번출구,10,서울특별시 강서구 공항대로3길 18 송정역 1번출구,37.56155,126.810478,강서구
1151,마곡역1번출구,25,서울특별시 강서구 마곡동 727-716 마곡역2번출구,37.560234,126.823471,강서구
1152,마곡역교차로,10,서울특별시 강서구 마곡동 728-168 마곡역7번출구,37.558665999999995,126.82661399999999,강서구
1153,"발산역 1번, 9번 인근 대여소",10,서울특별시 강서구 공항대로 281 발산역 4번출구,37.558890999999996,126.83721899999999,강서구
1155,기쁜우리복지관,10,서울특별시 강서구 가양동 1458-15  기쁜우리복지관,37.56926,126.84841899999999,강서구
1157,강서구청,8,서울특별시 강서구 화곡로 302 강서구청,37.550659,126.84976999999999,강서구
1158,가양역 8번출구,20,서울특별시 강서구 양천로 지하 485 가양역 8번출구,37.561035,126.854813,강서구
1159,서서울모터리움앞,20,서울특별시 강서구 양천로53길 30 서서울모터리움앞,37.565853000000004,126.84659599999999,강서구
116,일진아이윌아파트 옆,5,서울특별시 서대문구 동교로 290 일진아이윌아파트 옆,37.564541,126.927071,서대문구
1160,양천향교역 7번출구앞,20,서울특별시 강서구 양천로 지하 341 양천향교역 7번출구 앞,37.567679999999996,126.840897,강서구
1161,강서면허시험장앞,10,서울특별시 강서구 남부순환로 171 강서면허시험장앞,37.549694,126.81966399999999,강서구
1162,공항초등학교건너편,10,서울특별시 강서구 마곡서1로 68 공항초등학교건너편,37.562678999999996,126.82047299999999,강서구
1163,방화동강서기동대앞,10,서울특별시 강서구 방화대로34길 65 방화동 강서기동대앞,37.570499,126.82008400000001,강서구
1165,마곡중학교 후문,20,서울특별시 강서구 마곡중앙5로 58 마곡중학교 후문,37.568447,126.821648,강서구
1166,강서구립등빛도서관,10,서울특별시 강서구 강서로62길 48 강서구립등빛도서관,37.562569,126.84246100000001,강서구
1167,마곡수명산파크3단지 교차로,15,서울특별시 강서구 수명로 72 마곡수명산파크3단지 교차로,37.553467,126.825928,강서구
1168,마곡엠밸리10단지 앞,10,서울특별시 강서구 마곡중앙1로 72 마곡엠밸리10단지 앞,37.560226,126.819069,강서구
1169,염창역 1번 출구,8,서울특별시 강서구 공항대로 625 염창역 1번 출구,37.547199,126.87448899999998,강서구
117,홍은사거리,25,서울특별시 서대문구 통일로 483 홍은사거리 앞,37.591159999999995,126.94133000000001,서대문구
1170,강서구보건소 (삼성디지털 프라자),11,서울특별시 강서구 공항대로 571 강서구보건소 (삼성디지털 프라자),37.549178999999995,126.868797,강서구
1171,염창동 새마을금고 건너편 (모닝글로리),8,서울특별시 강서구 양천로 696 염창동 새마을금고 건너편 (모닝글로리),37.550049,126.87316100000001,강서구
1172,가양3동 주민센터,8,서울특별시 강서구 허준로 202 가양3동 주민센터,37.561249,126.86058,강서구
1173,강서구청사거리(SH타워),15,서울특별시 강서구 공항대로 411 강서구청사거리(SH타워),37.556259000000004,126.85331699999999,강서구
1174,강서구청사거리(부민병원),9,서울특별시 강서구 공항대로 395 강서구청사거리(부민병원),37.556599,126.85147099999999,강서구
1175,대한항공 인력개발센터,15,서울특별시 강서구 공항대로 453 대한항공 인력개발센터,37.554379,126.85753600000001,강서구
1177,수명중․고교,10,서울특별시 강서구 수명로1길 16 마곡수명산파크4단지아파트 401동 앞,37.55011,126.823677,강서구
1178,개화산역 2번 출구,10,서울특별시 강서구 양천로 22 개화산역 2번 출구,37.572472,126.806168,강서구
118,광흥창역 2번출구 앞,10,서울특별시 마포구 독막로 지하165 243-3,37.547733,126.93176299999999,마포구
1180,마곡엠밸리 15단지(1502동) 건너편,15,서울특별시 강서구 마곡중앙로 36 마곡엠밸리 15단지(1502동) 건너편,37.557468,126.82972,강서구
1181,농수산식품공사 (강서지사),10,서울특별시 강서구 발산로 40 농산식품공사 (강서지사),37.551044,126.818497,강서구
1182,KBS 스포츠월드,20,서울특별시 강서구 공항대로 376 KBS 스포츠월드,37.556877,126.848808,강서구
1183,KC 대학교,10,서울특별시 강서구 까치산로24길 47 KC 대학교,37.548321,126.853401,강서구
1184,마곡13단지,15,서울특별시 강서구 방화대로7길 6 마곡13단지,37.55645,126.815979,강서구
1185,등촌9단지,10,서울특별시 강서구 화곡로63가길 92 등촌9단지,37.562901000000004,126.84947199999999,강서구
1186,송정중학교,10,서울특별시 강서구 방화대로5길 7 송정중학교,37.554728999999995,126.816093,강서구
1187,강서수산물도매시장,15,서울특별시 강서구 발산로 24 강서수산물도매시장,37.553020000000004,126.818367,강서구
1188,롯데중앙연구소,8,서울특별시 강서구 마곡중앙로 201 롯데중앙연구소,37.571381,126.82833899999999,강서구
119,서강나루 공원,10,서울특별시 마포구 창전로 30 서강나루공원,37.545284,126.931053,마포구
1190,마곡역 교차로(2번출구),10,서울특별시 강서구 공항대로 지하 163 마곡역 교차로(2번출구),37.560501,126.82665300000001,강서구
1191,마곡역 교차로(NH농협),9,서울특별시 강서구 마곡중앙로 76 힐스테이트에코마곡역,37.560241999999995,126.827164,강서구
1192,마곡수명산파크 209동 건너편,10,서울특별시 강서구 마곡중앙로 36 마곡수명산파크 2단지 209동 건너편,37.555538,126.82675900000001,강서구
1193,마곡센트럴타워 1차,15,서울특별시 강서구 공항대로 227 마곡센트럴타워 1차,37.559471,126.832077,강서구
1194,센서텍㈜,10,서울특별시 강서구 마곡중앙8로3길 21 케이티엔에프빌딩 인근,37.563301,126.836823,강서구
1195,코오롱One&Only타워,20,서울특별시 강서구 마곡동로 110 코오롱글로벌㈜,37.564129,126.83431200000001,강서구
1196,서울식물원(문화센터) 건너편,15,서울특별시 강서구 마곡동로 161 서울식물원(문화센터) 건너편,37.568241,126.835831,강서구
1197,엘펠리체 호텔 건너편,20,서울특별시 강서구 강서로 247 엘펠리체 호텔 건너편,37.560241999999995,126.83580800000001,강서구
1198,LG 사이언스파크,20,서울특별시 강서구 마곡중앙10로 10 LG 사이언스파크,37.56255,126.82743799999999,강서구
1199,우장산역 3번출구,13,서울특별시 강서구 강서로 247 우장산역 3번출구,37.547821,126.836128,강서구
120,신수동 사거리,5,서울특별시 마포구 토정로 211 371-11,37.545242,126.93411299999998,마포구
1200,개화광역환승센터,10,서울특별시 강서구 개화동로8길 38 개화광역환승센터,37.578449,126.798973,강서구
1201,가락시장역 3번 출구,10,서울특별시 송파구 송파대로 지하 257 송파구 가락동 214-3,37.493179,127.118546,송파구
1203,밀리아나2빌딩 앞,20,서울특별시 송파구 송파대로28길 24 송파구 가락동 100-2,37.493728999999995,127.120621,송파구
1204,거여역 3번출구,10,서울특별시 송파구 오금로 지하 499 3번출구,37.493342999999996,127.14473000000001,송파구
1205,종합운동장역 4번출구,15,서울특별시 송파구 올림픽로 8 송파구 잠실동 50,37.510428999999995,127.071373,송파구
1206,9호선종합운동장역 9번출구,20,서울특별시 송파구 올림픽로 지하 23 송파구 잠실동 53-4,37.51128,127.078239,송파구
1207,마천CU우방점 앞,10,서울특별시 송파구 성내천로 233 송파구 마천동 200-58,37.499756,127.15250400000001,송파구
1208,풍납현대아파트쉼터,20,서울특별시 송파구 풍성로14길 19 송파구 풍납동 465,37.529675,127.11978899999998,송파구
1209,잠실나루역 (2번 출구 쪽),20,서울특별시 송파구 오금로 20 송파구 신천동 15,37.520451,127.104202,송파구
121,마포소방서 앞,15,서울특별시 마포구 창전로 76 100-18,37.549766999999996,126.933174,마포구
1210,롯데월드타워(잠실역2번출구 쪽),30,서울특별시 송파구 올림픽로 293-19 송파구 신천동 28,37.513126,127.10096000000001,송파구
1211,방이삼거리,7,서울특별시 송파구 석촌호수로 298 송파구 신천동 33,37.512104,127.10778,송파구
1212,송파역 2번 출구앞,10,서울특별시 송파구 송파대로 지하 354 송파구 가락동 459-4,37.499413,127.11286899999999,송파구
1213,백토공원 앞,20,서울특별시 송파구 양재대로72길 47-8 송파구 오금동 6-2,37.507659999999994,127.13273600000001,송파구
1214,오금역 7번 출구 인근,10,서울특별시 송파구 오금로 지하 321 송파구 오금동 44-2,37.502594,127.127647,송파구
1215,올림픽공원역 1번출구 앞,15,서울특별시 송파구 양재대로 지하 1233 송파구 방이동 89-28,37.516571,127.13153799999999,송파구
1217,송파파인타운 7단지,15,서울특별시 송파구 충민로4길 19 송파구 장지동 839-4,37.479305,127.129799,송파구
